CountryName,CountryCode,Jurisdiction,Date,C1M_School closing,C1M_Flag,C2M_Workplace closing,C2M_Flag,C3M_Cancel public events,C3M_Flag,C4M_Restrictions on gatherings,C4M_Flag,C5M_Close public transport,C5M_Flag,C6M_Stay at home requirements,C6M_Flag,C7M_Restrictions on internal movement,C7M_Flag,C8EV_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6M_Facial Coverings,H6M_Flag,H7_Vaccination policy,H7_Flag,H8M_Protection of elderly people,H8M_Flag,V1_Vaccine Prioritisation (summary),V2A_Vaccine Availability (summary),V2B_Vaccine age eligibility/availability age floor (general population summary),V2C_Vaccine age eligibility/availability age floor (at risk summary),V2D_Medically/ clinically vulnerable (Non-elderly),V2E_Education,V2F_Frontline workers  (non healthcare),V2G_Frontline workers  (healthcare),V3_Vaccine Financial Support (summary),V4_Mandatory Vaccination (summary),ConfirmedCases,ConfirmedDeaths,MajorityVaccinated,PopulationVaccinated,StringencyIndex_Average,GovernmentResponseIndex_Average,ContainmentHealthIndex_Average,EconomicSupportIndex,DailyCases,DailyDeaths,Cases_7dayAvg,Deaths_7dayAvg
Japan,JPN,NAT_TOTAL,2020-01-22,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,1.0,0.0,False,0.0,0.0,0.0,0.0,False,1.0,2.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0,0,,,,,,,0,,2.0,0.0,NV,0.0,2.78,9.9,11.31,0.0,2.0,0.0,0.2857142857142857,0.0
Japan,JPN,NAT_TOTAL,2020-01-23,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,1.0,0.0,False,0.0,0.0,0.0,0.0,False,1.0,2.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0,0,,,,,,,0,,2.0,0.0,NV,0.0,2.78,9.9,11.31,0.0,0.0,0.0,0.2857142857142857,0.0
Japan,JPN,NAT_TOTAL,2020-01-24,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,1.0,0.0,False,0.0,0.0,0.0,0.0,False,1.0,2.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0,0,,,,,,,0,,2.0,0.0,NV,0.0,2.78,9.9,11.31,0.0,0.0,0.0,0.2857142857142857,0.0
Japan,JPN,NAT_TOTAL,2020-01-25,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,1.0,0.0,False,0.0,0.0,0.0,0.0,False,1.0,2.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0,0,,,,,,,0,,2.0,0.0,NV,0.0,2.78,9.9,11.31,0.0,0.0,0.0,0.2857142857142857,0.0
Japan,JPN,NAT_TOTAL,2020-01-26,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,1.0,0.0,False,0.0,0.0,0.0,0.0,False,1.0,2.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0,0,,,,,,,0,,4.0,0.0,NV,0.0,2.78,9.9,11.31,0.0,2.0,0.0,0.5714285714285714,0.0
Japan,JPN,NAT_TOTAL,2020-01-27,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,1.0,0.0,False,0.0,0.0,0.0,0.0,False,1.0,2.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0,0,,,,,,,0,,4.0,0.0,NV,0.0,2.78,9.9,11.31,0.0,0.0,0.0,0.5714285714285714,0.0
Japan,JPN,NAT_TOTAL,2020-01-28,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,1.0,0.0,False,0.0,0.0,0.0,0.0,False,1.0,2.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0,0,,,,,,,0,,7.0,0.0,NV,0.0,2.78,9.9,11.31,0.0,3.0,0.0,1.0,0.0
Japan,JPN,NAT_TOTAL,2020-01-29,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,1.0,0.0,False,0.0,0.0,0.0,0.0,False,1.0,2.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0,0,,,,,,,0,,7.0,0.0,NV,0.0,2.78,9.9,11.31,0.0,0.0,0.0,0.7142857142857143,0.0
Japan,JPN,NAT_TOTAL,2020-01-30,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,1.0,0.0,False,0.0,0.0,0.0,0.0,False,1.0,2.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0,0,,,,,,,0,,11.0,0.0,NV,0.0,2.78,9.9,11.31,0.0,4.0,0.0,1.2857142857142858,0.0
Japan,JPN,NAT_TOTAL,2020-01-31,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,1.0,0.0,False,0.0,0.0,0.0,0.0,False,1.0,2.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0,0,,,,,,,0,,15.0,0.0,NV,0.0,2.78,9.9,11.31,0.0,4.0,0.0,1.8571428571428568,0.0
Japan,JPN,NAT_TOTAL,2020-02-01,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,3.0,0.0,False,0.0,0.0,0.0,0.0,False,1.0,2.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0,0,,,,,,,0,,20.0,0.0,NV,0.0,8.33,13.02,14.88,0.0,5.0,0.0,2.571428571428572,0.0
Japan,JPN,NAT_TOTAL,2020-02-02,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,3.0,0.0,False,0.0,0.0,0.0,0.0,False,1.0,2.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0,0,,,,,,,0,,20.0,0.0,NV,0.0,8.33,13.02,14.88,0.0,0.0,0.0,2.2857142857142856,0.0
Japan,JPN,NAT_TOTAL,2020-02-03,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,3.0,0.0,False,0.0,0.0,0.0,0.0,False,1.0,2.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0,0,,,,,,,0,,20.0,0.0,NV,0.0,8.33,13.02,14.88,0.0,0.0,0.0,2.2857142857142856,0.0
Japan,JPN,NAT_TOTAL,2020-02-04,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,3.0,0.0,False,0.0,0.0,0.0,2.0,True,1.0,2.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0,0,,,,,,,0,,22.0,0.0,NV,0.0,19.44,19.27,22.02,0.0,2.0,0.0,2.142857142857143,0.0
Japan,JPN,NAT_TOTAL,2020-02-05,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,3.0,0.0,False,0.0,0.0,0.0,2.0,True,1.0,2.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0,0,,,,,,,0,,23.0,0.0,NV,0.0,19.44,19.27,22.02,0.0,1.0,0.0,2.2857142857142856,0.0
Japan,JPN,NAT_TOTAL,2020-02-06,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,3.0,0.0,False,0.0,0.0,0.0,2.0,True,1.0,2.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0,0,,,,,,,0,,23.0,0.0,NV,0.0,19.44,19.27,22.02,0.0,0.0,0.0,1.7142857142857142,0.0
Japan,JPN,NAT_TOTAL,2020-02-07,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,3.0,0.0,False,0.0,0.0,0.0,2.0,True,1.0,2.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0,0,,,,,,,0,,23.0,0.0,NV,0.0,19.44,19.27,22.02,0.0,0.0,0.0,1.1428571428571428,0.0
Japan,JPN,NAT_TOTAL,2020-02-08,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,3.0,0.0,False,0.0,0.0,0.0,2.0,True,1.0,2.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0,0,,,,,,,0,,24.0,0.0,NV,0.0,19.44,19.27,22.02,0.0,1.0,0.0,0.5714285714285714,0.0
Japan,JPN,NAT_TOTAL,2020-02-09,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,3.0,0.0,False,0.0,0.0,0.0,2.0,True,1.0,2.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0,0,,,,,,,0,,24.0,0.0,NV,0.0,19.44,19.27,22.02,0.0,0.0,0.0,0.5714285714285714,0.0
Japan,JPN,NAT_TOTAL,2020-02-10,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,3.0,0.0,False,0.0,0.0,0.0,2.0,True,1.0,2.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0,0,,,,,,,0,,26.0,0.0,NV,0.0,19.44,19.27,22.02,0.0,2.0,0.0,0.8571428571428571,0.0
Japan,JPN,NAT_TOTAL,2020-02-11,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,3.0,0.0,False,0.0,0.0,0.0,2.0,True,1.0,2.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0,0,,,,,,,0,,27.0,0.0,NV,0.0,19.44,19.27,22.02,0.0,1.0,0.0,0.7142857142857143,0.0
Japan,JPN,NAT_TOTAL,2020-02-12,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,3.0,0.0,False,0.0,0.0,0.0,2.0,True,1.0,2.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0,0,,,,,,,0,,28.0,0.0,NV,0.0,19.44,19.27,22.02,0.0,1.0,0.0,0.7142857142857143,0.0
Japan,JPN,NAT_TOTAL,2020-02-13,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,3.0,0.0,False,0.0,81949436.0,0.0,2.0,True,1.0,2.0,60530834.0,0.0,0.0,False,0.0,False,0.0,False,0,0,,,,,,,0,,33.0,1.0,NV,0.0,19.44,19.27,22.02,0.0,5.0,1.0,1.4285714285714286,0.1428571428571428
Japan,JPN,NAT_TOTAL,2020-02-14,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,3.0,0.0,False,0.0,0.0,0.0,2.0,True,1.0,2.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0,0,,,,,,,0,,43.0,1.0,NV,0.0,19.44,19.27,22.02,0.0,10.0,0.0,2.857142857142857,0.1428571428571428
Japan,JPN,NAT_TOTAL,2020-02-15,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,3.0,0.0,False,0.0,0.0,0.0,2.0,True,1.0,2.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0,0,,,,,,,0,,54.0,1.0,NV,0.0,19.44,19.27,22.02,0.0,11.0,0.0,4.285714285714286,0.1428571428571428
Japan,JPN,NAT_TOTAL,2020-02-16,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,3.0,0.0,False,0.0,0.0,0.0,2.0,True,1.0,2.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0,0,,,,,,,0,,60.0,1.0,NV,0.0,19.44,19.27,22.02,0.0,6.0,0.0,5.142857142857143,0.1428571428571428
Japan,JPN,NAT_TOTAL,2020-02-17,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,3.0,0.0,False,0.0,0.0,0.0,2.0,True,1.0,2.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0,0,,,,,,,0,,67.0,1.0,NV,0.0,19.44,19.27,22.02,0.0,7.0,0.0,5.857142857142857,0.1428571428571428
Japan,JPN,NAT_TOTAL,2020-02-18,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,3.0,0.0,False,0.0,0.0,0.0,2.0,True,1.0,2.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0,0,,,,,,,0,,79.0,2.0,NV,0.0,19.44,19.27,22.02,0.0,12.0,1.0,7.428571428571429,0.2857142857142857
Japan,JPN,NAT_TOTAL,2020-02-19,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,3.0,0.0,False,0.0,0.0,0.0,2.0,True,1.0,2.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0,0,,,,,,,0,,85.0,2.0,NV,0.0,19.44,19.27,22.02,0.0,6.0,0.0,8.142857142857142,0.2857142857142857
Japan,JPN,NAT_TOTAL,2020-02-20,0.0,False,0.0,False,1.0,True,0.0,False,0.0,False,0.0,False,0.0,False,3.0,0.0,False,0.0,0.0,0.0,2.0,True,1.0,2.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0,0,,,,,,,0,,95.0,2.0,NV,0.0,25.0,22.4,25.6,0.0,10.0,0.0,8.857142857142858,0.1428571428571428
Japan,JPN,NAT_TOTAL,2020-02-21,0.0,False,0.0,False,1.0,True,0.0,False,0.0,False,0.0,False,0.0,False,3.0,0.0,False,0.0,0.0,0.0,2.0,True,1.0,2.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0,0,,,,,,,0,,112.0,2.0,NV,0.0,25.0,22.4,25.6,0.0,17.0,0.0,9.857142857142858,0.1428571428571428
Japan,JPN,NAT_TOTAL,2020-02-22,0.0,False,0.0,False,1.0,True,0.0,False,0.0,False,0.0,False,0.0,False,3.0,0.0,False,0.0,0.0,0.0,2.0,True,1.0,2.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0,0,,,,,,,0,,137.0,2.0,NV,0.0,25.0,22.4,25.6,0.0,25.0,0.0,11.857142857142858,0.1428571428571428
Japan,JPN,NAT_TOTAL,2020-02-23,0.0,False,0.0,False,1.0,True,0.0,False,0.0,False,0.0,False,0.0,False,3.0,0.0,False,0.0,0.0,0.0,2.0,True,1.0,2.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0,0,,,,,,,0,,149.0,2.0,NV,0.0,25.0,22.4,25.6,0.0,12.0,0.0,12.714285714285714,0.1428571428571428
Japan,JPN,NAT_TOTAL,2020-02-24,0.0,False,0.0,False,1.0,True,0.0,False,0.0,False,0.0,False,0.0,False,3.0,0.0,False,0.0,0.0,0.0,2.0,True,1.0,2.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0,0,,,,,,,0,,160.0,2.0,NV,0.0,25.0,22.4,25.6,0.0,11.0,0.0,13.285714285714286,0.1428571428571428
Japan,JPN,NAT_TOTAL,2020-02-25,0.0,False,1.0,True,1.0,True,0.0,False,0.0,False,0.0,False,1.0,True,3.0,0.0,False,0.0,0.0,0.0,2.0,True,1.0,2.0,0.0,0.0,0.0,False,0.0,False,2.0,True,0,0,,,,,,,0,,173.0,3.0,NV,0.0,34.26,31.77,36.31,0.0,13.0,1.0,13.428571428571429,0.1428571428571428
Japan,JPN,NAT_TOTAL,2020-02-26,0.0,False,1.0,True,1.0,True,0.0,False,0.0,False,0.0,False,1.0,True,3.0,0.0,False,0.0,0.0,0.0,2.0,True,1.0,2.0,0.0,0.0,0.0,False,0.0,False,2.0,True,0,0,,,,,,,0,,192.0,3.0,NV,0.0,34.26,31.77,36.31,0.0,19.0,0.0,15.285714285714286,0.1428571428571428
Japan,JPN,NAT_TOTAL,2020-02-27,0.0,False,1.0,True,1.0,True,0.0,False,0.0,False,0.0,False,1.0,True,3.0,0.0,False,0.0,0.0,0.0,2.0,True,1.0,2.0,0.0,0.0,0.0,False,0.0,False,2.0,True,0,0,,,,,,,0,,218.0,4.0,NV,0.0,34.26,31.77,36.31,0.0,26.0,1.0,17.571428571428573,0.2857142857142857
Japan,JPN,NAT_TOTAL,2020-02-28,0.0,False,1.0,True,1.0,True,0.0,False,0.0,False,0.0,False,1.0,True,3.0,0.0,False,0.0,0.0,0.0,2.0,True,1.0,2.0,0.0,0.0,0.0,False,0.0,False,2.0,True,0,0,,,,,,,0,,236.0,5.0,NV,0.0,34.26,31.77,36.31,0.0,18.0,1.0,17.714285714285715,0.4285714285714285
Japan,JPN,NAT_TOTAL,2020-02-29,0.0,False,1.0,True,1.0,True,0.0,False,0.0,False,0.0,False,1.0,True,3.0,0.0,False,0.0,0.0,0.0,2.0,True,1.0,2.0,0.0,0.0,0.0,False,0.0,False,2.0,True,0,0,,,,,,,0,,245.0,6.0,NV,0.0,34.26,31.77,36.31,0.0,9.0,1.0,15.428571428571429,0.5714285714285714
Japan,JPN,NAT_TOTAL,2020-03-01,0.0,False,1.0,True,1.0,True,0.0,False,0.0,False,0.0,False,1.0,True,3.0,0.0,False,0.0,0.0,0.0,2.0,True,1.0,2.0,0.0,0.0,1.0,True,0.0,False,2.0,True,0,0,,,,,,,0,,259.0,6.0,NV,0.0,34.26,33.33,38.1,0.0,14.0,0.0,15.714285714285714,0.5714285714285714
Japan,JPN,NAT_TOTAL,2020-03-02,3.0,False,1.0,True,1.0,True,0.0,False,0.0,False,0.0,False,1.0,True,3.0,0.0,False,0.0,0.0,0.0,2.0,True,1.0,2.0,0.0,0.0,1.0,True,0.0,False,2.0,True,0,0,,,,,,,0,,278.0,6.0,NV,0.0,43.52,38.54,44.05,0.0,19.0,0.0,16.857142857142858,0.5714285714285714
Japan,JPN,NAT_TOTAL,2020-03-03,3.0,False,1.0,True,1.0,True,0.0,False,0.0,False,0.0,False,1.0,True,3.0,0.0,False,0.0,0.0,0.0,2.0,True,1.0,2.0,0.0,0.0,1.0,True,0.0,False,2.0,True,0,0,,,,,,,0,,298.0,6.0,NV,0.0,43.52,38.54,44.05,0.0,20.0,0.0,17.857142857142858,0.4285714285714285
Japan,JPN,NAT_TOTAL,2020-03-04,3.0,False,1.0,True,1.0,True,0.0,False,0.0,False,0.0,False,1.0,True,3.0,0.0,False,0.0,0.0,0.0,2.0,True,1.0,2.0,0.0,0.0,1.0,True,0.0,False,2.0,True,0,0,,,,,,,0,,333.0,7.0,NV,0.0,43.52,38.54,44.05,0.0,35.0,1.0,20.142857142857142,0.5714285714285714
Japan,JPN,NAT_TOTAL,2020-03-05,3.0,False,1.0,True,1.0,True,0.0,False,0.0,False,0.0,False,1.0,True,3.0,0.0,False,0.0,0.0,0.0,2.0,True,1.0,2.0,0.0,0.0,1.0,True,0.0,False,2.0,True,0,0,,,,,,,0,,365.0,7.0,NV,0.0,43.52,38.54,44.05,0.0,32.0,0.0,21.0,0.4285714285714285
